x,y,z
2.606453,0.279129,-1.319049
0.960934,-2.768546,0.040081
2.565389,0.445418,-1.565417
0.622947,2.178458,-1.723666
-1.294716,-0.329233,-1.429306
1.769463,0.2703,-0.998899
-1.122899,0.890335,-1.530229
-1.965179,0.819763,-1.047132
-2.585994,-0.650408,-1.206142
0.387592,-2.72762,1.525334
1.471338,0.663141,-0.567515
-1.543576,0.359655,2.176944
1.437702,-1.120069,-1.975199
1.907107,0.702574,1.560821
1.83623,-0.061747,-0.583608
0.986094,2.875836,0.143968
-1.816694,0.877996,-0.959051
2.7701,1.185852,-0.544692
1.558688,-2.366288,-0.478651
-0.938913,-2.478641,0.383994
-0.07679,-0.287231,0.234187
-0.141349,0.607401,-0.963555
0.54251,-3.140907,0.672854
-0.124892,-2.907022,-1.248464
1.99731,-2.594134,-0.023425
1.495601,0.187299,2.078533
-0.465464,-2.08642,-2.105816
-0.99861,0.400836,1.828442
-0.020343,0.511968,-0.004814
-1.164127,1.988429,0.650127
-1.020248,2.291441,-0.934004
-0.166465,-2.293625,1.215875
-1.418204,1.122119,-2.068584
0.217425,0.667823,0.608062
0.843707,-0.031216,2.721753
-1.717665,-0.947403,-1.323475
-1.618227,1.063912,-1.701253
-0.812022,-0.61649,0.637833
-0.695988,-1.226216,-2.49304
1.3746,-0.078765,1.046869
-1.752648,1.899507,0.06177
-1.688007,-0.612777,-1.148366
-2.539526,-0.288055,0.155232
0.634922,-0.408757,0.671643
-2.039435,0.922154,1.634332
0.7671,-0.524889,2.29716
-0.643655,-2.835373,-0.193811
-0.769127,-2.289395,-1.499508
1.111168,-2.305589,0.845796
1.86801,-0.61939,0.949451
-0.314145,-1.11161,2.416204
0.973293,2.842771,0.330547
1.343159,-0.277057,-2.065445
-0.386904,2.068208,0.395763
0.657493,-1.841501,1.643724
0.528672,-1.998588,-1.20144
-2.744404,0.424343,-0.42325
2.483243,1.940518,-0.124326
0.497327,-1.072359,1.878308
1.136936,0.306918,-0.534167
2.340446,-0.411245,0.244748
2.051416,-0.184384,1.570288
2.008181,2.166652,0.272494
0.484129,-2.621059,0.654819
1.082036,-0.277935,-3.08707
1.048027,-0.013674,-2.256155
-1.451863,-0.334909,0.14549
-1.873912,0.27303,-1.170361
-1.67981,0.861981,-1.989163
-1.553151,-0.585166,-0.597817
-1.820094,-0.089412,-1.446353
0.162297,-2.683048,1.028136
-0.36156,-2.150324,1.143463
-2.842195,0.370366,-0.064611
0.008391,0.109006,-2.805824
-1.293756,0.806872,-0.776251
2.854328,0.868354,0.244366
2.463709,0.612556,0.973314
1.978988,2.183033,0.132276
0.25736,1.317901,-3.113497
3.097843,0.295657,-0.701907
-0.314376,-0.77239,1.718441
1.382084,-2.968357,0.215454
-1.270111,-0.443132,-2.590275
-2.882984,0.13656,1.41706
-1.422176,0.226049,-1.401915
2.99953,-0.97848,0.077421
0.289534,-0.50454,-0.642272
-0.365728,0.546446,-2.910879
-1.382283,-1.061326,-0.304495
1.580749,-0.375402,1.62907
-2.111491,0.089113,1.488415
-1.37377,0.533882,-0.691346
-1.650519,0.206657,2.007821
1.906243,-1.017961,-1.16418
-2.077563,-0.297736,-0.663896
-0.58236,0.571181,1.382879
0.44114,-2.812351,0.245884
1.304543,-0.769218,-2.277086
2.900745,-0.074672,-1.704207
-1.733822,0.091676,1.232544
-1.534059,-1.980384,1.062823
2.995245,-0.179356,0.094054
-0.560589,0.456503,-1.931777
-1.783168,0.104085,2.55061
1.630917,0.409742,1.110436
1.475845,-0.00988,1.728557
-0.619376,-0.740829,-1.605067
0.210119,-1.274856,-1.229721
-1.81407,0.085684,-1.718875
0.986146,-0.352413,2.484107
2.680193,0.741467,1.214801
0.067268,-2.380347,-1.241561
-0.846509,-0.896153,-2.163656
-1.224149,-0.378171,-2.746186
-2.004311,-2.144397,0.545402
-0.716364,0.075177,2.832476
1.711807,-0.083127,1.604755
-0.896994,2.397786,0.358136
-1.440991,2.659557,0.311551
-2.631819,0.889955,-0.733097
1.785153,0.238084,2.317865
0.996707,-0.323092,-1.322224
-0.06566,-2.044436,-2.340661
2.772878,-0.424222,-0.273152
-0.018149,-0.026965,-0.82172
-0.186381,-0.387008,0.363977
-3.085238,0.295576,0.873732
-0.539836,-0.222208,0.606569
0.123688,2.739659,0.743113
-0.14034,2.028844,-2.08721
-2.552306,-0.576005,-0.991949
1.114875,-0.288929,0.977731
-0.64042,-1.217892,-0.42438
-2.79053,0.762105,-0.124382
-0.794705,2.952909,-0.961953
1.396491,0.681571,-0.876463
0.620047,-0.787345,-0.033138
-2.72352,-0.363039,1.559895
1.161374,-2.398479,-1.026461
-1.160442,0.563056,0.290072
0.853061,0.063775,2.271931
-2.304169,-0.295587,1.600366
-2.726422,0.368883,-0.603729
0.698625,3.012387,0.822253
-1.278503,0.586538,-2.18334
-0.810437,0.441065,-2.768402
2.438246,-1.396099,-0.277729
-2.11523,-0.755941,-0.275043
1.364017,-0.892603,-1.307912
0.848652,2.617914,-0.68214
-1.843729,-0.130317,-1.054592
-0.518562,-0.008002,-0.444995
-1.069278,-1.898707,0.504204
0.282723,-1.808325,1.202114
0.004181,-0.487633,-3.006608
-1.159967,2.330611,1.118687
1.864206,-1.132409,1.251431
1.814485,1.89743,0.761337
-1.190498,-0.545664,0.563476
-1.160147,0.097114,-1.352632
0.495283,2.967821,0.406348
0.727588,-2.484488,-0.639022
0.885945,-0.233414,1.091191
-0.814282,2.36986,-1.146681
-1.946879,-0.757517,-1.839132
-1.564046,0.068924,1.54704
2.185584,-2.379235,-0.029109
-1.745775,0.161865,2.790493
0.237482,-0.196943,2.352544
0.886986,1.283891,-0.009253
-0.717349,0.617276,0.828863
-0.947345,-0.460776,-2.818454
2.880573,0.004552,-1.583039
1.278201,0.025817,-0.835244
1.139697,-0.378923,2.87974
-0.63767,-0.165461,-0.671391
-2.090932,0.368041,-0.184426
-0.139025,-2.799459,-1.748452
-0.968292,2.283715,-0.77608
1.879675,-0.046927,-1.007108
-0.078911,-0.926178,-3.115085
-1.925228,0.278784,-2.409459
-0.808738,1.191962,1.580336
-0.174873,-2.363878,1.491364
-0.96502,0.885411,2.030857
-0.598256,0.6894,0.681435
2.401019,-1.090579,0.548899
1.184207,0.452415,1.357431
0.441247,-0.320727,-0.487833
-2.660935,-0.347946,0.892123
-0.0362,0.207752,-0.3706
0.498668,0.637146,-2.419194
0.498816,-1.715122,0.560908
0.4314,0.354303,0.672519
-0.098995,2.139523,2.080708
-1.576167,-0.226041,-2.262028
-2.223814,0.931198,1.535686
1.470456,0.735932,1.005091
2.791478,0.038866,0.853201
-1.504832,1.62148,0.197881
0.174643,0.424836,-1.622777
-2.091677,-0.162398,-1.429714
-0.520845,-1.401942,0.619858
0.840708,-1.210642,2.070633
1.296398,0.803503,-1.427454
-0.730482,1.109699,0.057273
-2.231116,0.111464,-0.951576
0.769759,0.478308,-1.390026
-1.074722,-2.034862,-1.542052
2.782068,0.37199,-0.845144
-0.220024,-0.353368,-0.465696
1.643199,0.007795,-2.145406
1.313637,0.208737,-0.979108
-1.067316,-0.500916,2.772747
0.396436,-0.256548,-3.030695
-0.307373,2.088503,-1.71777
-0.233427,-0.008796,1.410317
-1.022368,-0.893622,1.380936
-0.688904,-0.714483,-1.715951
-0.343098,0.701861,0.358778
2.65071,-1.049309,-0.600357
-1.764383,0.025166,-0.830403
-2.594061,-0.012789,-1.065713
2.362994,-1.068951,1.159572
-0.947462,2.207583,1.050159
-0.020265,-2.049199,-1.278007
2.207653,0.837744,-0.854263
0.863877,-0.828524,0.862807
-1.897995,-0.586645,-1.778858
1.801966,-0.651478,-1.688027
0.248009,-2.867306,0.97895
0.631213,-2.654407,-1.399391
1.277867,-2.434291,0.891724
-0.041902,1.858324,1.726079
-1.559894,0.36811,-1.606215
0.981732,-0.039947,1.867427
1.372223,2.669678,-0.04815
-1.489402,0.019781,2.668434
0.610282,-2.47946,-1.535415
-0.471882,2.183385,-1.840244
0.416868,0.963061,1.45522
0.234069,0.200463,-1.058761
-0.448881,-1.219358,-0.833634
-0.41731,-0.922074,-1.526766
1.535513,1.111458,0.370229
-1.10787,-1.086136,2.346653
-0.67701,0.222795,-2.980034
0.067293,-2.751314,-1.441753
-1.706902,0.472964,-1.552123
-1.297019,-1.109459,-0.624168
-0.004594,0.14855,-1.835193
1.480879,0.382842,-1.542264
-0.960278,0.771049,-1.835639
0.108881,-0.05156,-0.45386
0.737144,-1.219323,1.017995
0.457352,0.122548,1.644046
-1.841068,-0.17443,1.599032
-0.255763,-2.046818,-1.698975
0.624812,0.366094,2.435463
1.506597,2.898146,0.089799
0.86972,-0.219761,2.249641
-0.585788,1.044311,-1.436106
1.495617,-1.411258,1.392483
2.066102,0.615048,1.917198
-2.007714,0.41239,-1.106931
0.799369,-0.697545,-2.989152
2.942105,-0.283149,-0.11085
-0.491077,0.258675,2.355496
-0.21478,0.24803,-2.01563
-0.173128,1.255741,-2.912442
0.674689,-0.25995,-0.733449
0.798335,0.342964,-2.524403
0.609234,-0.600252,0.274816
-0.520961,-0.711507,-3.003797
-0.005747,-2.74913,-1.540028
-0.376417,-0.39723,3.019691
-1.007035,0.360597,1.882946
-1.55181,-0.166577,0.989074
1.429226,1.038476,-1.422206
0.910633,1.096812,2.186526
-2.027687,-2.508548,0.030437
1.858938,-0.831605,0.587261
2.592701,-0.029265,-1.095595
-2.095981,-0.541404,1.070937
1.344563,0.201742,2.161486
-0.55572,1.37473,2.585032
2.40013,0.420339,1.632645
1.393063,0.949529,0.743969
-1.003992,0.079805,3.038138
0.596244,0.865327,-0.886688
2.605972,-0.533719,1.143373
-1.97976,0.253916,-1.098142
-0.792379,-0.73108,-0.560622
1.586427,0.860002,-0.432977
0.985854,-1.794631,1.250753
-2.853934,-0.152149,1.115952
-1.484821,0.941816,-0.83465
0.686032,1.166331,2.000526
-2.471934,0.770722,-0.210078
-0.2193,-0.481581,-2.76501
2.134361,0.075974,-0.815572
-1.370558,1.292496,-0.38727
1.022228,-2.707295,-0.125271
-0.897457,0.198275,2.917398
-0.598376,2.377012,-1.086251
-0.543458,0.884879,0.440743
-1.459965,0.977076,-0.183103
1.348547,1.02062,0.670729
0.282928,-0.446622,2.754386
-0.13404,-0.170336,-1.410977
-0.288169,-1.058643,2.269119
0.130179,-2.474874,0.906915
-1.515611,-0.774765,-1.823468
1.10281,1.125479,1.363613
-0.412517,-2.82299,-0.423976
-1.211228,-0.679109,1.165205
-1.215362,-2.461994,-0.207745
2.113636,-0.030597,0.787618
1.228913,-0.877792,-1.672655
1.641742,1.331176,0.95504
-0.145891,0.743784,-0.919102
-2.204565,0.018146,-0.086973
0.536867,0.245104,1.022347
2.307471,0.084727,-0.884969
-1.151669,-0.754796,-2.185019
0.112594,0.654502,0.60723
1.172599,2.306219,-0.541902
-1.685251,0.222384,-0.317072
0.469031,1.341276,-0.872669
-0.945789,-2.979517,0.58937
-0.321355,0.52279,1.14167
1.537395,-1.0613,1.275704
2.436907,-0.508193,0.842921
0.728905,2.263545,-0.620957
-0.334727,-2.417104,-0.011625
-0.748521,2.566267,-0.244636
0.784867,-2.829135,0.729243
0.042791,-0.265948,-2.963391
-1.832936,-0.905514,1.055537
1.703372,0.481511,-2.481886
0.288408,0.984887,-1.911709
-1.507453,-0.285562,2.754406
-2.67154,-0.423783,-1.423274
0.973555,-0.594699,2.525598
-1.790028,-0.937061,0.933729
-2.229313,0.039287,-0.941378
1.206111,0.075288,-0.792759
-2.367762,-0.068379,1.197346
1.893334,0.29371,-0.920521
-0.183207,0.64945,2.318584
-1.209795,1.838704,0.98952
